Case,Qg_frac,rho,u_min,N_ES_max,Feasible_volt,N_ES_sel,ES_Buses,Vmin_pu,WorstBus,TotalLoss_pu,MeanCurt,MaxCurt,TotalVoltSlack,TotalQg_pu,SolCode,SolTime_s
ES_only,0,0.3,0,4,0,4,[8 14 30 32],0.850241883667076,18,0.516137337349784,0.991024975238432,1.00000255674118,20.3378703882625,0,0,0.8582338
ES_Qg25,0.25,0.3,0,4,0,4,[8 14 30 32],0.851444174018966,18,0.513798457294356,0.926934086465493,1.00000010353127,19.8135246262241,0.17622942577441,0,0.8055169
ES_Qg50,0.5,0.3,0,4,0,4,[8 14 30 32],0.852641924446992,18,0.506531260714722,0.892434428693584,1.00000220604866,19.2926595020152,0.352956438887214,0,0.8110678
ES_Qg75,0.75,0.3,0,4,0,4,[8 14 30 32],0.853835070682847,18,0.488376183900707,0.956028959076479,1,18.7847017106909,0.528709006590791,0,0.8039233
Qg_full_ES,1,0.3,0,4,0,4,[8 14 30 32],0.85502373563412,18,0.480560879918296,0.979336075860045,1.00000053064341,18.2843690068232,0.717067447237343,0,0.803206
ES_only,0,0.3,0,8,0,8,[7 8 14 18 29 30 31 32],0.862660760501858,18,0.450456062852023,0.966585854032533,1,16.4810330190899,0,0,0.7546478
ES_Qg25,0.25,0.3,0,8,0,8,[7 8 14 18 29 30 31 32],0.86383351848926,18,0.441637235185028,0.946298714884014,1.00000050265045,15.9821321625935,0.175568837358522,0,0.7865109
ES_Qg50,0.5,0.3,0,8,0,8,[7 8 14 18 29 30 31 32],0.865001983484032,18,0.428233294644136,0.994327151300093,1.00000182750984,15.4859845274054,0.36638385759427,0,0.8659035
ES_Qg75,0.75,0.3,0,8,0,8,[7 8 14 18 29 30 31 32],0.866166219606337,18,0.419714495667647,0.979378250611406,1.00000360177523,14.9920485420564,0.554744095834206,0,0.8525864
Qg_full_ES,1,0.3,0,8,0,8,[7 8 14 18 29 30 31 32],0.86732610444184,18,0.413755037063556,0.971071570758649,1.00000041121022,14.5120869262091,0.723221754615656,0,0.7791495
ES_only,0,0.3,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.873491953103649,18,0.413698012376275,0.949260202865034,1,14.1669011718928,0,0,0.8267582
ES_Qg25,0.25,0.3,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.874642250875773,18,0.408760885432167,0.950856721729919,1,13.6828296439805,0.176559364519359,0,0.851038
ES_Qg50,0.5,0.3,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.875788436909503,18,0.394704566094566,0.995491879053191,1,13.2259635589975,0.372505996354434,0,0.9302215
ES_Qg75,0.75,0.3,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.876930551894619,18,0.388107244417437,0.949469499229711,1,12.77698958119,0.538256496530865,0,1.2358062
Qg_full_ES,1,0.3,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.878068633336846,18,0.38294836201274,0.957215506844376,1.00000110127425,12.3290487665577,0.719175834689986,0,1.3667749
ES_only,0,0.3,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.879227870635659,18,0.359269143699984,0.942701935738611,1.00000140686562,12.3448339585515,0,0,1.1926223
ES_Qg25,0.25,0.3,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.880366553439107,18,0.38748241644305,0.894873003867506,1.00001525388365,11.8983082862186,0.174629053570674,0,1.4775422
ES_Qg50,0.5,0.3,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.881500984169296,18,0.345698823205587,0.960589360347614,1.0000030357818,11.4567770720624,0.354709114254444,0,1.4811179
ES_Qg75,0.75,0.3,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.882631798201276,18,0.390478649962636,0.872401381230615,1.00006564464711,11.0182907383662,0.521665658959377,0,1.4149637
Qg_full_ES,1,0.3,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.883758159490238,18,0.328357150893419,0.98353080711333,1,10.5937795018621,0.739002224247587,0,1.3064321
ES_only,0,0.3,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.884189518575242,18,0.338512933660116,0.956659379333552,1,10.9551268557676,0,0,1.1793016
ES_Qg25,0.25,0.3,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.885318235561738,18,0.333800255289758,0.940188514544216,1.00000302320778,10.5289295866448,0.175369756882287,0,1.2616815
ES_Qg50,0.5,0.3,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.886443020134858,18,0.3293380516909,0.943932935337886,1.00000490568264,10.1253634418742,0.351163676370913,0,1.3111073
ES_Qg75,0.75,0.3,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.887563846089113,18,0.315486828902279,0.989946092520395,1.00000012686038,9.74237173215874,0.556283550506903,0,1.320471
Qg_full_ES,1,0.3,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.888680916113071,18,0.306933934360225,0.988102531716279,1.00000239244787,9.38247462438513,0.754148220462712,0,1.2216779
ES_only,0,0.3,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.886790389917444,18,0.320515690198404,0.934351352395104,1.00000029703772,10.0783097257177,0,0,1.2818788
ES_Qg25,0.25,0.3,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.887914138391915,18,0.312597725985302,0.96664711387307,1.0000002666989,9.68137538169109,0.176538888443872,0,1.3075442
ES_Qg50,0.5,0.3,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.889034021338308,18,0.305875872431624,0.976431897952442,1,9.30892199083507,0.357737144785789,0,1.2309871
ES_Qg75,0.75,0.3,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.890150079181845,18,0.296834620946211,0.990090130532186,1.00000148793571,8.96389582207862,0.568169704752478,0,1.2345588
Qg_full_ES,1,0.3,0,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.891262329778396,18,0.293968879102234,0.942774560529759,1.0000020883719,8.62650974147362,0.706284139542612,0,1.1987815
ES_only,0,0.3,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.887757832913108,18,0.321687560936981,0.929743428257197,1,9.76669694203459,0,0,1.1707214
ES_Qg25,0.25,0.3,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.888879928776737,18,0.304928373627537,0.953931076833406,1.00000016868362,9.38469098744095,0.175783428362759,0,1.2269912
ES_Qg50,0.5,0.3,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.889998191118555,18,0.29967293285398,0.926436409505715,1.00000139488801,9.03001219640414,0.351461537744568,0,1.2661375
ES_Qg75,0.75,0.3,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.891112608129124,18,0.291828802384708,0.940752046282691,1,8.68668192685151,0.53533539959235,0,1.2552995
Qg_full_ES,1,0.3,0,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.892223480089291,18,0.31226069648007,0.885626013234222,1.00001861678408,8.35343032795026,0.681078631417922,0,1.3441694
ES_only,0,0.3,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.88791644701639,18,0.326472042178641,0.892489246142119,1.00000157933401,9.71639667407658,0,0,1.1243122
ES_Qg25,0.25,0.3,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.889038299345206,18,0.317164647562395,0.891877176324199,1,9.33622068859158,0.177181832852986,0,1.1900247
ES_Qg50,0.5,0.3,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.890156296277593,18,0.311586524253187,0.894787793168636,1.00000145622376,8.98423306130323,0.35891012492601,0,1.148082
ES_Qg75,0.75,0.3,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.891270495495206,18,0.305180140541858,0.886027224070411,1.00000084552491,8.64132784006183,0.543350021721828,0,1.0537602
Qg_full_ES,1,0.3,0,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.892380877016992,18,0.298774554234903,0.867677892757335,1.00000050198205,8.30855821169597,0.707941135489162,0,0.9826883
ES_only,0,0.3,0.2,4,0,4,[8 14 30 32],0.846455980472642,18,0.545842793922456,0.758645829221238,0.8,21.78470080429,0,0,1.1133741
ES_Qg25,0.25,0.3,0.2,4,0,4,[8 14 30 32],0.847670089923199,18,0.532809880989989,0.793423707245652,0.8,21.2582395904848,0.178097693242982,0,1.2245041
ES_Qg50,0.5,0.3,0.2,4,0,4,[8 14 30 32],0.848879494446485,18,0.527826274565931,0.729743536100357,0.8,20.7330730825616,0.354171497168488,0,1.2304722
ES_Qg75,0.75,0.3,0.2,4,0,4,[8 14 30 32],0.850084261545491,18,0.515689901842349,0.78899178322966,0.800000608359344,20.2091832774091,0.537082853053713,0,1.6714483
Qg_full_ES,1,0.3,0.2,4,0,4,[8 14 30 32],0.851284399234263,18,0.510206717779501,0.726989528409353,0.8,19.6880172148471,0.703121403136118,0,1.2567701
ES_only,0,0.3,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.856512750575554,18,0.49121255392759,0.733123347411163,0.8,18.6311738691682,0,0,1.1961194
ES_Qg25,0.25,0.3,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.857702311151143,18,0.489276180175776,0.740778027436065,0.800001267683521,18.1281020816936,0.175323633796344,0,1.1606448
ES_Qg50,0.5,0.3,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.858888161832499,18,0.502567170749301,0.693445843760046,0.800038924950527,17.6260689055338,0.35042793395032,0,1.3935944
ES_Qg75,0.75,0.3,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.860068022791377,18,0.460971889449328,0.745881489076143,0.800000791941083,17.1255904935735,0.53198558588909,0,1.3090401
Qg_full_ES,1,0.3,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.861244279575527,18,0.452522292560828,0.758204764255024,0.800000198639965,16.6261257984304,0.717115144875679,0,1.2937232
ES_only,0,0.3,0.2,12,0,12,[7 8 13 14 16 17 18 25 29 30 31 32],0.864714176555056,18,0.447031897520229,0.737362021464282,0.800000532584091,16.7641828912846,0,0,1.7064186
ES_Qg25,0.25,0.3,0.2,12,0,12,[7 8 13 14 16 17 18 25 29 30 31 32],0.865886300388836,18,0.442402738418279,0.740964199333529,0.800000409323395,16.2660455564212,0.17532364787685,0,1.7925955
ES_Qg50,0.5,0.3,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.867639573133393,18,0.462591248538179,0.700984220251677,0.800015282302019,15.7511871539822,0.348625071391603,0,1.4318797
ES_Qg75,0.75,0.3,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.868802016710191,18,0.464811280474934,0.681051076732833,0.800033264216479,15.2546564108722,0.521774880102459,0,1.3598764
Qg_full_ES,1,0.3,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.869959643243948,18,0.443292692529644,0.707714776083007,0.80000835117929,14.7678125362987,0.70104496878296,0,1.3913024
ES_only,0,0.3,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.869974502235926,18,0.415291208120368,0.725499764161344,0.800001096688807,15.1878479838082,0,0,1.2479955
ES_Qg25,0.25,0.3,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.871135256940935,18,0.406504106158547,0.770999661200205,0.800001960658167,14.6969576053587,0.176308213636385,0,1.2946355
ES_Qg50,0.5,0.3,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.87229178707519,18,0.400213514933856,0.770363439001966,0.800001476890823,14.2129264125901,0.355004546405956,0,1.2333802
ES_Qg75,0.75,0.3,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.873444220826711,18,0.40116309462265,0.720586767967463,0.80000554543344,13.7439050799796,0.525833222165467,0,1.2885838
Qg_full_ES,1,0.3,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.874592706001284,18,0.44610768727866,0.695636040356428,0.800079610263933,13.2935968943756,0.695299827409897,0,1.353165
ES_only,0,0.3,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.874021520334539,18,0.396283215570641,0.723031375786714,0.800002027637711,13.9890973543635,0,0,1.1376406
ES_Qg25,0.25,0.3,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.875173867868747,18,0.384116918490121,0.774151532526453,0.800001159713308,13.5229703225409,0.177500048030296,0,1.28
ES_Qg50,0.5,0.3,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.876322094135249,18,0.382613008986503,0.758135155869148,0.800002319498155,13.0673630409507,0.354363353186593,0,1.4618854
ES_Qg75,0.75,0.3,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.877466274962561,18,0.377841294636151,0.702904001134046,0.800006049772377,12.6208302921113,0.522795157637872,0,1.2976282
Qg_full_ES,1,0.3,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.878606321350418,18,0.367286900163639,0.758551322328152,0.800004166918855,12.1753467788573,0.718859198554566,0,1.2246943
ES_only,0,0.3,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.876143781879662,18,0.382124345112209,0.726797622385679,0.80000017084616,13.2243627964771,0,0,1.3533747
ES_Qg25,0.25,0.3,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.877291909816362,18,0.373918837759377,0.764210321357904,0.800000552512239,12.7757051696601,0.17556071057424,0,1.3532163
ES_Qg50,0.5,0.3,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.878436234386159,18,0.385596915688882,0.698100118429389,0.800022052640399,12.3284875979559,0.349782691747813,0,1.3008475
ES_Qg75,0.75,0.3,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.879575984654912,18,0.376897415970842,0.74828227957666,0.800004138528816,11.8824231605791,0.529806019414774,0,1.3095672
Qg_full_ES,1,0.3,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.880711910257706,18,0.351160781280484,0.766628336177503,0.800000107672459,11.4424015824653,0.722985445652981,0,1.3152963
ES_only,0,0.3,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.876931378438045,18,0.374366145690774,0.737839268911871,0.800000257416183,12.9542126710866,0,0,1.2017093
ES_Qg25,0.25,0.3,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.878078191626212,18,0.368896335153901,0.743893450284923,0.800006332518517,12.5061022806705,0.175152899199795,0,1.3443182
ES_Qg50,0.5,0.3,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.879220740102511,18,0.35672458747504,0.753851551765577,0.8,12.0590874820258,0.353509252737779,0,1.2992517
ES_Qg75,0.75,0.3,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.880359393073268,18,0.349709236350614,0.772197216381953,0.800003138369897,11.6141771343653,0.54821654458109,0,1.3636925
Qg_full_ES,1,0.3,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.881493951824589,18,0.339278079823336,0.783664752891224,0.8,11.1838777595109,0.750198988172086,0,1.2658468
ES_only,0,0.3,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.877060476056703,18,0.377118477962835,0.709611526064643,0.800037885498366,12.9098604365005,0,0,1.1628272
ES_Qg25,0.25,0.3,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.878206728743232,18,0.369629594954684,0.723452930525949,0.800002357933625,12.4618167826179,0.176492153156437,0,1.1470503
ES_Qg50,0.5,0.3,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.87934919805983,18,0.36120297870056,0.716796895799754,0.800000725848953,12.0147840332334,0.358701753050143,0,1.0043365
ES_Qg75,0.75,0.3,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.880487609061112,18,0.358861439086783,0.705173625072984,0.8,11.5702272908893,0.540927326782232,0,1.1450235
Qg_full_ES,1,0.3,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.88162198434491,18,0.353468909439005,0.706122314028518,0.800001319084012,11.1414958615783,0.723827404098791,0,1.2759074
ES_only,0,0.4,0,4,0,4,[8 14 30 32],0.856453534857827,18,0.469334322059849,0.995487705132982,1,17.9699276767004,0,0,1.143154
ES_Qg25,0.25,0.4,0,4,0,4,[8 14 30 32],0.857636982887174,18,0.464062967623232,0.949899526424158,1.00000027515444,17.4692624483356,0.176336410768002,0,1.1328684
ES_Qg50,0.5,0.4,0,4,0,4,[8 14 30 32],0.858816007270415,18,0.453823777146965,0.988505815395615,1.00000010888087,16.969793148749,0.354154694427595,0,1.2229842
ES_Qg75,0.75,0.4,0,4,0,4,[8 14 30 32],0.859990673579346,18,0.444102486846064,0.983330645165116,1,16.4715123051583,0.543463809754771,0,1.2138428
Qg_full_ES,1,0.4,0,4,0,4,[8 14 30 32],0.861161016424138,18,0.438699358960157,0.970963645781957,1,15.9744110192129,0.716514937492667,0,1.0750602
ES_only,0,0.4,0,8,0,8,[7 8 14 18 29 30 31 32],0.872691899196292,18,0.391159993672973,0.957527668867852,1.00000201387095,13.0373697300534,0,0,1.1378721
ES_Qg25,0.25,0.4,0,8,0,8,[7 8 14 18 29 30 31 32],0.873838387173026,18,0.38756972670845,0.925681916471418,1.00000621056533,12.5898423358018,0.176092820784569,0,1.2994173
ES_Qg50,0.5,0.4,0,8,0,8,[7 8 14 18 29 30 31 32],0.874981259258441,18,0.409830546641802,0.932167651968769,1.00002212340294,12.1460687598634,0.350428980719431,0,1.2753572
ES_Qg75,0.75,0.4,0,8,0,8,[7 8 14 18 29 30 31 32],0.876119036118283,18,0.362629030487219,0.960089457585057,1.00000019434753,11.709310230853,0.535605093087341,0,1.3627688
Qg_full_ES,1,0.4,0,8,0,8,[7 8 14 18 29 30 31 32],0.877253706931152,18,0.38453826134208,0.880775799276326,1.00001923922519,11.2846922929878,0.697433304828243,0,1.2760215
ES_only,0,0.4,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.886808117389608,18,0.346217271199937,0.982533316058528,1,10.1741617121072,0,0,1.272541
ES_Qg25,0.25,0.4,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.887926762531491,18,0.336987152223138,0.97030961575273,1.00000015113009,9.76700094944072,0.178830454975876,0,1.2273751
ES_Qg50,0.5,0.4,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.889041579528561,18,0.328900401618006,0.991859707284999,1.00000030704052,9.39579749453526,0.370348258381102,0,1.2884592
ES_Qg75,0.75,0.4,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.890152586494506,18,0.321932920535285,0.9920063664295,1.0000001337276,9.05058060432157,0.55487452367272,0,1.2312665
Qg_full_ES,1,0.4,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.891259816340625,18,0.320103891209379,0.984994767214665,1,8.71368716941485,0.726240916695842,0,1.2847158
ES_only,0,0.4,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.894241210399407,18,0.279968242020388,0.967346379355059,1.00000048689841,8.1396680137021,0,0,1.1629074
ES_Qg25,0.25,0.4,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.895345570484009,18,0.27623883211139,0.950556218422443,1.00000026591569,7.8201040887951,0.167987416678453,0,1.1993687
ES_Qg50,0.5,0.4,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.896446223566739,18,0.267380909666775,0.972481476827361,1,7.50337233257387,0.341803449427741,0,1.2780228
ES_Qg75,0.75,0.4,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.897543198760995,18,0.25944297300527,0.989375473798646,1,7.20559526320391,0.534022254609384,0,1.39388
