Case,Qg_frac,rho,u_min,N_ES_max,Feasible_volt,N_ES_sel,ES_Buses,Vmin_pu,WorstBus,TotalLoss_pu,MeanCurt,MaxCurt,TotalVoltSlack,TotalQg_pu,SolCode,SolTime_s
Qg_full_ES,1,0.6,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.910207833374227,18,0.205461030858232,0.792381989800374,0.8,5.01788157109335,0.683537642351465,0,1.4386032
ES_only,0,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.913435887588618,18,0.198346030098325,0.788243356968166,0.8,4.52582538066296,0,0,1.4060745
ES_Qg25,0.25,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.914501841403898,18,0.194926785751914,0.779428366184786,0.8,4.36676479858952,0.139605940454204,0,1.4950242
ES_Qg50,0.5,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.915564401509961,18,0.190214865499909,0.769578117551676,0.8,4.20808548699102,0.307879737678541,0,1.4029033
ES_Qg75,0.75,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.916623592129602,18,0.183187078888877,0.791017278952294,0.8,4.04978525046139,0.509404445434114,0,1.4335617
Qg_full_ES,1,0.6,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.917679440732676,18,0.18548406231949,0.764875171310079,0.800000020211,3.89186163775067,0.604608410285708,0,1.4894592
ES_only,0,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.91737721114742,18,0.17827474627662,0.781721238579486,0.8,3.76160838638889,0,0,1.3148184
ES_Qg25,0.25,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.91843660001833,18,0.175661159308731,0.774361681650192,0.8,3.60992821522496,0.139285551688399,0,1.6010277
ES_Qg50,0.5,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.919492649936087,18,0.1688838380444,0.789056493211117,0.8,3.46180250925806,0.318487789333847,0,1.680977
ES_Qg75,0.75,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.920545387786871,18,0.163472387639709,0.79140990499035,0.8,3.31492362961125,0.515386545301152,0,1.5223019
Qg_full_ES,1,0.6,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.921594840992723,18,0.161285228660475,0.784818773019641,0.8,3.17341284987171,0.675867290510134,0,1.624566
ES_only,0,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.918852917391181,18,0.173344925938567,0.750048373474361,0.800000148975887,3.50101958649171,0,0,1.6522126
ES_Qg25,0.25,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.919910092748243,18,0.167145974268562,0.755806035164601,0.8,3.3551652642172,0.131169946509948,0,1.643142
ES_Qg50,0.5,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.920963954857242,18,0.157676303035853,0.794390573910204,0.8,3.21308472358023,0.339279105780414,0,1.4904333
ES_Qg75,0.75,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.922014524222705,18,0.152298559578473,0.796581931512404,0.8,3.07502800746375,0.554934029551045,0,1.3853619
Qg_full_ES,1,0.6,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.923061822437885,18,0.1564479246325,0.759412909031509,0.8,2.93891079889762,0.603824594433594,0,1.3888673
ES_only,0,0.6,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.919096239282819,18,0.213655593920983,0.616801025514096,0.800002178696401,3.45854224616693,0,0,1.051294
ES_Qg25,0.25,0.6,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.920153054191629,18,0.194190301954302,0.637571880131681,0.8,3.31493466547962,0.131074792904696,0,1.2991319
ES_Qg50,0.5,0.6,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.921206538176336,18,0.19768764938901,0.633188215071698,0.8,3.17346925391875,0.276805520930862,0,1.2703219
ES_Qg75,0.75,0.6,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.922256833531049,18,0.196390163866424,0.617812152114937,0.800000136741619,3.03704753682977,0.422755820671094,0,1.3347034
Qg_full_ES,1,0.6,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.92330380178518,18,0.190229437659349,0.624495297564254,0.800000183029948,2.9009380232706,0.580272768861436,0,1.190689
ES_only,0,0.7,0,4,0,4,[8 14 30 32],0.874413548826538,18,0.352899919187241,0.971676599863761,1,11.4311792941881,0,0,1.5079002
ES_Qg25,0.25,0.7,0,4,0,4,[8 14 30 32],0.87554580124166,18,0.347130530106845,0.997388105810601,1,11.0192452480497,0.179491175143993,0,1.4095014
ES_Qg50,0.5,0.7,0,4,0,4,[8 14 30 32],0.87667411503354,18,0.340139021035639,0.984387016100972,1,10.62081736188,0.357016620493291,0,1.3903473
ES_Qg75,0.75,0.7,0,4,0,4,[8 14 30 32],0.877798512205729,18,0.335185122443702,0.980277841389254,1.00000011361181,10.2279145141031,0.536162843013021,0,1.2090046
Qg_full_ES,1,0.7,0,4,0,4,[8 14 30 32],0.878919098182744,18,0.328949462767623,0.996989897108425,1.00000099020394,9.84702007472486,0.714937240654268,0,1.7138901
ES_only,0,0.7,0,8,0,8,[7 8 14 18 29 30 31 32],0.901347254999289,18,0.236447274420289,0.997314688755814,1,5.32985673032446,0,0,1.4227376
ES_Qg25,0.25,0.7,0,8,0,8,[7 8 14 18 29 30 31 32],0.902424969301727,18,0.239443614390033,0.983466555071723,1,5.10603452372944,0.168039408660645,0,1.7126862
ES_Qg50,0.5,0.7,0,8,0,8,[7 8 14 18 29 30 31 32],0.903499215743066,18,0.227361209424678,0.991687314115014,1.00000015605492,4.90148937010621,0.343887773799708,0,1.8246528
ES_Qg75,0.75,0.7,0,8,0,8,[7 8 14 18 29 30 31 32],0.904569995349812,18,0.225709096674455,0.989471960280456,1,4.71983306844549,0.506940034884445,0,1.5736965
Qg_full_ES,1,0.7,0,8,0,8,[7 8 14 18 29 30 31 32],0.905637360388438,18,0.218638717756406,0.996349318949747,1,4.56284898787663,0.680068582220628,0,1.5684063
ES_only,0,0.7,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.92456798890972,18,0.190979388227227,0.97699453144891,1,2.80731702127656,0,0,1.5028125
ES_Qg25,0.25,0.7,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.925605972804518,18,0.187410393387747,0.990909015162464,1,2.66663042506248,0.146712014200758,0,1.368979
ES_Qg50,0.5,0.7,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.926640772774492,18,0.179176508671531,0.998177691997879,1.00000002287412,2.52932802748585,0.350380480746721,0,1.4975608
ES_Qg75,0.75,0.7,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.927672410951083,18,0.175535059328533,0.998847681434663,1,2.39488946745832,0.556496924540075,0,1.3858377
Qg_full_ES,1,0.7,0,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.928700907616461,18,0.172322290898144,0.997599433222233,1,2.26074878550301,0.720993563472969,0,1.2606342
ES_only,0,0.7,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.936625704884962,18,0.108827863142287,0.992516574823165,1,1.11281338122573,0,0,1.4191157
ES_Qg25,0.25,0.7,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.937644168437833,18,0.10526704813971,0.996288284491341,1,0.99344378185406,0.150608721695164,0,1.4881177
ES_Qg50,0.5,0.7,0,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.938659609639375,18,0.101099998258949,0.997792044632136,1,0.878871048143199,0.333118108332053,0,1.5080094
ES_Qg75,0.75,0.7,0,16,0,16,[7 8 10 12 13 14 15 16 17 18 25 29 30 31 32 33],0.94034102361741,18,0.113281147524255,0.999450535160649,1,0.766271975089522,0.564608994471044,0,1.7336322
Qg_full_ES,1,0.7,0,16,0,16,[7 8 10 12 13 14 15 16 17 18 25 29 30 31 32 33],0.941349478829079,18,0.109981046744871,0.999694998552734,1,0.652199874181661,0.781132096990264,0,1.7115732
ES_only,0,0.7,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.946980154738126,18,0.0836193953009002,0.993427698930078,1,0.119345047274737,0,0,1.5850583
ES_Qg25,0.25,0.7,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.947982548149703,18,0.0805308904578534,0.993611149878056,1.00000002305916,0.056946567608716,0.159527939517406,0,1.6005754
ES_Qg50,0.5,0.7,0,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.948982025458409,18,0.076690869550204,0.998335456237218,1,0.0164825038077518,0.363548244010787,0,1.9209286
ES_Qg75,0.75,0.7,0,20,1,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 29 30 31 32 33],0.950000283610528,18,0.0773952279267976,0.982144538959779,0.999985579470163,0,0.472220477123521,0,1.6649623
Qg_full_ES,1,0.7,0,20,1,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 27 29 30 31 32 33],0.950968473178073,18,0.0737991466547049,0.991110137400792,0.999980153756158,0,0.682224972682175,0,1.3796033
ES_only,0,0.7,0,24,1,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 21 24 25 26 28 29 30 31 32 33],0.951012544353086,18,0.068485004124516,0.98511217688155,0.999920229916408,0,0,0,1.6034957
ES_Qg25,0.25,0.7,0,24,1,22,[5 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 29 30 31 32 33],0.950264793056099,18,0.0726145677366953,0.996969499765267,0.999991407997897,0,0.174385899815639,0,1.4399461
ES_Qg50,0.5,0.7,0,24,1,22,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 27 29 30 31 32 33],0.95161933699795,18,0.0700852948654542,0.988358384643346,0.999989148322068,0,0.330567001693284,0,1.5813131
ES_Qg75,0.75,0.7,0,24,1,24,[3 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.954603571285149,18,0.0612436391212218,0.988962309953011,0.999978593553997,0,0.525737909018681,0,1.811647
Qg_full_ES,1,0.7,0,24,1,21,[4 7 8 9 10 11 12 13 14 15 16 17 18 24 25 27 29 30 31 32 33],0.952260245724808,18,0.0686737920285488,0.992064982243927,0.999984348541605,0,0.694866301089035,0,1.5300877
ES_only,0,0.7,0,28,1,28,[2 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33],0.951539928813638,18,0.0643535513491109,0.986859237781887,0.999973000869084,0,0,0,1.8024538
ES_Qg25,0.25,0.7,0,28,1,22,[5 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 29 30 31 32 33],0.950264793056099,18,0.0726145677366953,0.996969499765267,0.999991407997897,0,0.174385899815639,0,1.5571072
ES_Qg50,0.5,0.7,0,28,1,27,[3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 23 24 25 26 28 29 30 31 32 33],0.954245591298154,18,0.0564494743792513,0.991485034366163,0.999984025886761,0,0.337420797723167,0,1.8369291
ES_Qg75,0.75,0.7,0,28,1,23,[3 4 7 8 9 10 11 12 13 14 15 16 17 18 22 24 25 26 29 30 31 32 33],0.951907841195262,18,0.0660375219225552,0.995732181606384,0.999994533887391,0,0.531147016400695,0,1.7206678
Qg_full_ES,1,0.7,0,28,1,28,[3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 22 23 24 25 26 27 28 29 30 31 32 33],0.958327081382209,18,0.0474108142002193,0.990446697059864,0.999977476622633,0,0.667792506079286,0,1.4824548
ES_only,0,0.7,0,32,1,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.952252677923544,18,0.10947232632267,0.752990366338505,0.998789367094499,0,0,0,1.1694762
ES_Qg25,0.25,0.7,0,32,1,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.951910458536061,18,0.107393060045038,0.73777554863912,0.997305747315878,0,0.109600151638306,0,1.1178516
ES_Qg50,0.5,0.7,0,32,1,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.952108684720926,18,0.102604239400025,0.729988985579731,0.996921653191103,0,0.230068539134805,0,1.2587219
ES_Qg75,0.75,0.7,0,32,1,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.956125807627101,18,0.089528191933278,0.769309645113331,0.999144179172989,0,0.369745364671865,0,1.336877
Qg_full_ES,1,0.7,0,32,1,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.953759503041449,18,0.101479555276968,0.724444876699699,0.996766503919874,0,0.482268837792353,0,0.7196354
ES_only,0,0.7,0.2,4,0,4,[8 14 30 32],0.866152218557059,18,0.401692195798258,0.793512575234233,0.8,14.3332622768172,0,0,1.0237844
ES_Qg25,0.25,0.7,0.2,4,0,4,[8 14 30 32],0.867307436716997,18,0.400595185579141,0.788235130143583,0.8,13.8625707165725,0.176899410935276,0,1.0727755
ES_Qg50,0.5,0.7,0.2,4,0,4,[8 14 30 32],0.868458485749608,18,0.390014158847353,0.777784757521474,0.8,13.405236988689,0.354734623812313,0,1.1076153
ES_Qg75,0.75,0.7,0.2,4,0,4,[8 14 30 32],0.869605447875003,18,0.381794129896868,0.787337534063897,0.800000187510708,12.960333603647,0.53325558102021,0,1.5898532
Qg_full_ES,1,0.7,0.2,4,0,4,[8 14 30 32],0.8707487501999,18,0.422086045039309,0.694063820505222,0.80000955269855,12.5206377298868,0.692195815317875,0,1.7873546
ES_only,0,0.7,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.888226214012588,18,0.298406926042849,0.793746686216516,0.800000308053777,8.34175366889357,0,0,1.517654
ES_Qg25,0.25,0.7,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.889334275254894,18,0.292973166372204,0.794560226533826,0.8,8.05136614982647,0.177632208935417,0,1.465053
ES_Qg50,0.5,0.7,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.890438609983177,18,0.290702160073635,0.792610538091854,0.8,7.76738363275918,0.359381843174173,0,1.4908958
ES_Qg75,0.75,0.7,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.891539250103955,18,0.280203170214863,0.797215780959559,0.8,7.48898951520135,0.556121685484405,0,1.5332661
Qg_full_ES,1,0.7,0.2,8,0,8,[7 8 14 18 29 30 31 32],0.892636219126503,18,0.274813391659355,0.792221649914449,0.8,7.22130330235044,0.72095658765581,0,1.4954742
ES_only,0,0.7,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.907326132792116,18,0.254015887670541,0.779139851372715,0.8,5.51183266539911,0,0,1.4066068
ES_Qg25,0.25,0.7,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.908399400812909,18,0.250482248139027,0.778771817698325,0.800000117015954,5.35277752218634,0.14580591351563,0,1.4705095
ES_Qg50,0.5,0.7,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.909469202844901,18,0.242233402223233,0.788373889301847,0.8,5.19410862355961,0.317363172888334,0,1.3858137
ES_Qg75,0.75,0.7,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.910535579374835,18,0.242404018753832,0.787899060777568,0.8,5.0358219936977,0.478055442292962,0,1.4989395
Qg_full_ES,1,0.7,0.2,12,0,12,[7 8 12 13 14 16 17 18 29 30 31 32],0.911598557992306,18,0.233181540678114,0.792418225957739,0.800000287450312,4.87791480610817,0.692951558692062,0,1.5794748
ES_only,0,0.7,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.917303758351342,18,0.177809355842094,0.78672759021472,0.8,3.83930389309785,0,0,0.9815728
ES_Qg25,0.25,0.7,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.918359591028942,18,0.171121608800734,0.798088863969047,0.8,3.6863477456815,0.146038300513214,0,0.947347
ES_Qg50,0.5,0.7,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.919412108050578,18,0.166504421430889,0.799068487090278,0.8,3.53374998417531,0.356409413193663,0,1.0925317
ES_Qg75,0.75,0.7,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.920461334525797,18,0.16317226963037,0.794891265649844,0.8,3.3815084124841,0.511531480378516,0,1.1720569
Qg_full_ES,1,0.7,0.2,16,0,16,[7 8 12 13 14 15 16 17 18 24 25 29 30 31 32 33],0.921507293002028,18,0.16009379622806,0.788256045432002,0.8,3.23422014124653,0.666311307954174,0,1.147111
ES_only,0,0.7,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.925891290453239,18,0.155945519753032,0.771647836977351,0.8,2.62674416770387,0,0,1.1565988
ES_Qg25,0.25,0.7,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.926932687555382,18,0.144515938800255,0.79782290111099,0.80000001107557,2.49090618323919,0.1692355824635,0,1.165585
ES_Qg50,0.5,0.7,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.92797087442802,18,0.14148846868249,0.794183596124357,0.8,2.35537273346993,0.329031650233927,0,1.0755614
ES_Qg75,0.75,0.7,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.929005888943992,18,0.137837699889325,0.794977469174032,0.8,2.22014013385153,0.502544470706005,0,1.0970362
Qg_full_ES,1,0.7,0.2,20,0,20,[7 8 9 10 11 12 13 14 15 16 17 18 24 25 28 29 30 31 32 33],0.930037741601169,18,0.13498710255212,0.788401914894502,0.8,2.09069729658176,0.653554586816433,0,1.0907571
ES_only,0,0.7,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.93038913701518,18,0.128771624106942,0.793845783916317,0.8,1.92055610125645,0,0,0.9547958
ES_Qg25,0.25,0.7,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.931423421618969,18,0.125586849706098,0.79143760298455,0.8,1.79124385349135,0.15228263600709,0,1.2507109
ES_Qg50,0.5,0.7,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.932454559749607,18,0.121903478066481,0.790957310317991,0.8,1.66221507497812,0.321769341925433,0,1.0170434
ES_Qg75,0.75,0.7,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.933482583853431,18,0.122665013578801,0.78876400181692,0.8,1.53346753688759,0.486390287174632,0,1.1394965
Qg_full_ES,1,0.7,0.2,24,0,24,[4 6 7 8 9 10 11 12 13 14 15 16 17 18 24 25 26 27 28 29 30 31 32 33],0.934507505297927,18,0.112252203249958,0.798592193714342,0.8,1.4086324940035,0.765857596092525,0,1.1691151
ES_only,0,0.7,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.932077846897036,18,0.119799999256163,0.792808798734241,0.8,1.66895682265075,0,0,1.3386866
ES_Qg25,0.25,0.7,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.93310973517196,18,0.116164211527096,0.790238351202983,0.8,1.53972289169737,0.153971628696494,0,1.1882662
ES_Qg50,0.5,0.7,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.934138498067832,18,0.115798956055846,0.785832412915492,0.8,1.4163762048935,0.327581465721244,0,1.0894287
ES_Qg75,0.75,0.7,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.935164163747046,18,0.109907475225884,0.787437018307081,0.8,1.29565725021272,0.497556728423736,0,1.040575
Qg_full_ES,1,0.7,0.2,28,0,28,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 23 24 25 26 27 28 29 30 31 32 33],0.936186747140576,18,0.104266022552606,0.796010212882114,0.800000010096186,1.18043353963045,0.750077332807274,0,1.1406363
ES_only,0,0.7,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.932356944361898,18,0.159144465130762,0.624715270192618,0.800000802917033,1.62733119763858,0,0,0.9083285
ES_Qg25,0.25,0.7,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.933388447502992,18,0.152435493095995,0.623498627565572,0.8,1.49942261686969,0.126702273459191,0,0.8234875
ES_Qg50,0.5,0.7,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.934416847735229,18,0.153245299151042,0.633229755523538,0.799999998111432,1.37736943121208,0.271905201641296,0,0.8703338
ES_Qg75,0.75,0.7,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.93544216532157,18,0.147919097578638,0.613298706198708,0.8,1.25925624657879,0.416038155262195,0,0.8205255
Qg_full_ES,1,0.7,0.2,32,0,32,[2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33],0.936464388156094,18,0.136821898950844,0.641819506799335,0.800000238777016,1.14404033558429,0.572267540440587,0,0.8038716
